6.029042915031022858e+02 9.804705982242012396e-01 6.611907838864135556e+01 1.585260382150445366e+02 -6.965739388110523578e+01 -5.110734976820822340e+02 -2.490733898957842030e+01 -7.246562284027459100e+01 -4.034395085676806048e+00 -1.735586279709241353e+02 -9.779195030803384725e+01 1.845820391832967289e+01 -3.237361509336187737e+01 -4.148443549560033716e+01 -6.191245975003403146e+01 -4.599857947256168700e+00 -1.022514082190900808e+01 -5.018787243616316118e+00 2.598252848669744708e+01 1.640747381490302814e+01
9.804705982242012396e-01 4.113543181049753912e+02 1.151080637743871193e+02 1.303539584372338140e+02 1.758261826677626232e+02 -5.136134418507572263e+01 -1.639489897706371266e+02 7.831047327810665593e+01 -1.437772590112581383e+02 -9.639667725491744932e+01 2.738102339078614023e+01 -7.171011588849069085e+01 -1.334153068915475160e+01 -4.495197039936101646e+01 -2.797466918778081890e+01 9.839695334841962904e+00 1.562962551523196453e+01 1.220181031169886410e+00 1.040855187404076787e+01 8.352662847876672458e+00
6.611907838864135556e+01 1.151080637743871193e+02 3.582523623835877515e+02 1.463215244374296162e+02 -1.707034580159452162e+02 -8.956863993027945980e+01 -4.812701622073363978e+02 -1.278154084814304952e+02 -1.449906250902859028e+02 -4.484593647946894635e+01 -9.371631879323103931e+01 -4.938791524336556904e+01 -1.284425514809845481e+01 -7.006768132398428861e+01 -1.860125754722321290e+01 -1.855289077793713659e-01 5.375119632381029078e+00 1.442517806640353228e+00 -4.662290263872819196e+00 -5.388996552676417195e-01
1.585260382150445366e+02 1.303539584372338140e+02 1.463215244374296162e+02 1.987096263535000617e+03 7.751097108153044246e+01 -3.412212047968205297e+02 3.809813559843169060e+02 -2.613319871255516773e+02 -4.993530664507416077e+02 -1.566312608699736302e+02 4.853621234782622196e+01 -1.076544403007210349e+02 -1.159937760718094069e+01 -7.962353579114278546e+00 -4.869821394762766431e+00 -1.103101841175885056e+00 1.534225868260000425e+01 2.054370528344134073e+01 3.694241164159620894e+01 2.209649062072173820e+01
-6.965739388110523578e+01 1.758261826677626232e+02 -1.707034580159452162e+02 7.751097108153044246e+01 7.545706860976941243e+03 1.284067276610585395e+01 1.414336057266162243e+03 6.744990685392986052e+02 -5.719070501992100617e+02 1.232519443275741651e+02 2.084098221303138416e+02 2.706920726162206847e+01 1.331932360915816389e+02 1.640205129340902204e+02 -6.530690325040086464e+01 -1.104468121455383880e+02 -3.243480598341739096e+01 -5.086992971430754551e+01 6.297672709434891658e+00 8.457093409566880382e+00
-5.110734976820822340e+02 -5.136134418507572263e+01 -8.956863993027945980e+01 -3.412212047968205297e+02 1.284067276610585395e+01 9.792411369225301314e+03 -2.419491072347154841e+02 3.198798001505201682e+02 -5.898475857025478035e+02 6.628136577663826756e+01 8.207328310424054507e+02 2.776065233055851422e+01 -6.028646497605950572e+01 2.119290757960552583e+02 2.436560332656445098e+02 -2.101824631340787164e+01 -2.405272430953118601e+01 1.769205629608768504e+01 2.991709321588314197e+01 -4.213499615224372974e+01
-2.490733898957842030e+01 -1.639489897706371266e+02 -4.812701622073363978e+02 3.809813559843169060e+02 1.414336057266162243e+03 -2.419491072347154841e+02 5.652333431940409355e+03 5.850200973323080689e+02 3.837080870603676885e+01 1.952399308154126629e+02 -1.899177776306169108e+02 2.517962946916813962e+02 1.141494407611025963e+01 1.247858988392399624e+02 1.573652841676885146e+02 5.339723585620595259e+01 8.872661358199184178e+01 1.052527406022636569e+01 2.816100365798683924e+01 -7.125512683467150055e+00
-7.246562284027459100e+01 7.831047327810665593e+01 -1.278154084814304952e+02 -2.613319871255516773e+02 6.744990685392986052e+02 3.198798001505201682e+02 5.850200973323080689e+02 3.283815160167287104e+03 4.012704123647999950e+02 -6.292376516165677458e+01 -5.386347414646297693e+01 1.681242213546938729e+02 2.562284936000651214e+01 -3.984190563311130973e+01 -8.444092031131731346e-01 -7.564740766581962816e+00 -9.447587304202897940e-01 6.514474825897195842e+00 -2.803407546205926337e+01 -2.147425813862582800e+00
-4.034395085676806048e+00 -1.437772590112581383e+02 -1.449906250902859028e+02 -4.993530664507416077e+02 -5.719070501992100617e+02 -5.898475857025478035e+02 3.837080870603676885e+01 4.012704123647999950e+02 1.802006685097847367e+03 3.577831082881311886e+01 1.804407027804700192e+02 2.544940691719530150e+02 9.611571634384745266e+01 8.332523617096740054e+01 4.252631801379175158e+01 1.828059075876444695e+01 2.625386700630042469e+01 1.144336447034947923e+01 -2.551931890421656135e+00 -1.854564365193846243e+01
-1.735586279709241353e+02 -9.639667725491744932e+01 -4.484593647946894635e+01 -1.566312608699736302e+02 1.232519443275741651e+02 6.628136577663826756e+01 1.952399308154126629e+02 -6.292376516165677458e+01 3.577831082881311886e+01 8.115916928098595235e+02 1.290826909512543352e+02 1.229829252493509557e+02 2.920065918119507842e+01 3.711692135441990104e+01 2.278937613363814307e+01 2.511691456509652198e+01 -8.937884377450245665e+00 -2.093737910527124768e+00 -2.263094851466576074e+01 -2.187418307694463238e+01
-9.779195030803384725e+01 2.738102339078614023e+01 -9.371631879323103931e+01 4.853621234782622196e+01 2.084098221303138416e+02 8.207328310424054507e+02 -1.899177776306169108e+02 -5.386347414646297693e+01 1.804407027804700192e+02 1.290826909512543352e+02 7.118844589448781335e+02 1.005691202411035192e+02 3.936832259737275308e+01 6.317710645032275352e+01 5.158096016816489282e+01 2.488540566762821982e+01 6.006437575011659646e+00 1.017935485954512842e+01 -1.522135097595310071e+01 -1.199164862561133305e+00
1.845820391832967289e+01 -7.171011588849069085e+01 -4.938791524336556904e+01 -1.076544403007210349e+02 2.706920726162206847e+01 2.776065233055851422e+01 2.517962946916813962e+02 1.681242213546938729e+02 2.544940691719530150e+02 1.229829252493509557e+02 1.005691202411035192e+02 3.337404816238777130e+02 6.348590100160799921e+01 5.659713154420751380e+01 2.977500438311835751e+01 2.117167987826360331e+01 6.074972105070628459e-01 -3.550053210376972856e+00 -5.862217749957835622e+00 2.494243093233194486e+00
-3.237361509336187737e+01 -1.334153068915475160e+01 -1.284425514809845481e+01 -1.159937760718094069e+01 1.331932360915816389e+02 -6.028646497605950572e+01 1.141494407611025963e+01 2.562284936000651214e+01 9.611571634384745266e+01 2.920065918119507842e+01 3.936832259737275308e+01 6.348590100160799921e+01 1.492914906486475957e+02 4.910218561019246408e+01 2.257011248728667852e+01 5.887270285938029701e+00 7.993096296188014094e+00 2.814447503148130636e+00 5.182582042535159417e+00 7.799490604357288248e+00
-4.148443549560033716e+01 -4.495197039936101646e+01 -7.006768132398428861e+01 -7.962353579114278546e+00 1.640205129340902204e+02 2.119290757960552583e+02 1.247858988392399624e+02 -3.984190563311130973e+01 8.332523617096740054e+01 3.711692135441990104e+01 6.317710645032275352e+01 5.659713154420751380e+01 4.910218561019246408e+01 1.604098511758747918e+02 3.950131452476216509e+01 6.560249886068049818e+00 3.629864017346335459e+00 -1.830367809616291197e+00 3.745879149667189267e+00 -4.573966412754373323e+00
-6.191245975003403146e+01 -2.797466918778081890e+01 -1.860125754722321290e+01 -4.869821394762766431e+00 -6.530690325040086464e+01 2.436560332656445098e+02 1.573652841676885146e+02 -8.444092031131731346e-01 4.252631801379175158e+01 2.278937613363814307e+01 5.158096016816489282e+01 2.977500438311835751e+01 2.257011248728667852e+01 3.950131452476216509e+01 7.939676691869135539e+01 1.018864172473058716e+01 8.429541780457384448e+00 4.180338984989248274e+00 1.412410529223961930e-02 -2.787674278888061963e+00
-4.599857947256168700e+00 9.839695334841962904e+00 -1.855289077793713659e-01 -1.103101841175885056e+00 -1.104468121455383880e+02 -2.101824631340787164e+01 5.339723585620595259e+01 -7.564740766581962816e+00 1.828059075876444695e+01 2.511691456509652198e+01 2.488540566762821982e+01 2.117167987826360331e+01 5.887270285938029701e+00 6.560249886068049818e+00 1.018864172473058716e+01 3.224512720108350550e+01 3.696806794390340656e+00 5.778464532877478632e-01 -1.855581974263373013e+00 1.539010918228115088e+00
